ExperimentFolder,Sample,AlignmentFolder
/groups/kishony/tami/2015_11_TB/,P37-Eta-A1,784-eAA1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Eta-A3,784-eAA3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Eta-A5,784-eAA5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Eta-B1,784-eAB1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Eta-B2,784-eAB2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Eta-B3,784-eAB3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Eta-B4,784-eAB4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Eta-B5,784-eAB5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Eta-C2,784-eAC2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Eta-C3,784-eAC3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Eta-C5,784-EtaC5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung1-A1,784-L1A1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung1-A2,784-L1A2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung1-A3,784-L1A3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung1-A4,784-L1A4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung1-A5,784-L1A5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung1-B1,784-L1B1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung1-B2,784-L1B2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung1-B3,784-L1B3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung1-B4,784-L1B4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung1-B5,784-L1B5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung1-C1,784-L1C1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung1-C2,784-L1C2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung1-C3,784-L1C3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung1-C4,784-L1C4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung1-C5,784-L1C5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung2-A1,784-L2A1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung2-A2,784-L2A2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung2-A3,784-L2A3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung2-A4,784-L2A4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung2-A5,784-L2A5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung2-B1,784-L2B1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung2-B2,784-L2B2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung2-B3,784-L2B3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung2-B4,784-L2B4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung2-B5,784-L2B5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung2-C1,784-L2C1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung2-C2,784-L2C2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung2-C3,784-L2C3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung2-C4,784-L2C4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung2-C5,784-L2C5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung5-A1,784-L5A1a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung5-A2,784-L5A2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung5-A3,784-L5A3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung5-A4,784-L5A4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung5-A5,784-L5A5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung5-B1,784-L5B1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung5-B2,784-L5B2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung5-B3,784-L5B3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung5-B4,784-L5B4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung5-B5,784-L5B5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung5-C1,784-L5C1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung5-C2,784-L5C2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung5-C3,784-L5C3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung5-C4,784-L5C4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Lung5-C5,784-L5C5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Liver-A1,784-LivA1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Liver-A2,784-LivA2a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Liver-A3,784-LivA3a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Liver-A4,784-LivA4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Liver-A5,784-LivA5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Liver-B1,784-LivB1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Liver-B3,784-LIVB3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Liver-B4,784-LIVB4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Liver-B5,784-LIVB5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Liver-C2,784-LIVC2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Liver-C3,784-LIVC3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Liver-C4,784-LivC4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P37-Liver-C5,784-LIVC5/sickle2050/pairedendtb
