ExperimentFolder,Sample,AlignmentFolder
/groups/kishony/tami/2015_11_TB/,P18-Eta-A1,736-EtaA1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Eta-A2,736-EtaA2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Eta-B3,736-EtaB3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Eta-B4,736-EtaB4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Eta-B5,736-EtaB5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Eta-C1,736-EtaC1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung1-A2,736-L1A2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung1-A3,736-L1A3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung1-A4,736-L1A4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung1-A5,736-L1A5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung1-B1,736-L1B1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung1-B2,736-L1B2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung1-B3,736-L1B3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung1-B4,736-L1B4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung1-B5,736-L1B5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung1-C1,736-L1C1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung1-C2,736-L1C2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung1-C3,736-L1C3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung1-C4,736-L1C4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung1-C5,736-L1C5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung2-A1,736-L2A1b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung2-A2,736-L2A2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung2-A3,736-L2A3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung2-A4,736-L2A4/sickle2050/pairedendtb
