ExperimentFolder,Sample,AlignmentFolder
/groups/kishony/tami/2015_11_TB/,P29-Eta-A1,758-EtaA1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Eta-A2,758-EtaA2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Eta-B1,758-EtaB1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Eta-B2,758-EtaB2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Eta-B3,758-EtaB3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Eta-B4,758-EtaB4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Eta-B5,758-EtaB5a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Eta-C1,758-EtaC1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Eta-C2,758-EtaC2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Eta-C3,758-EtaC3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Eta-C4,758-EtaC4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Eta-C5,758-EtaC5a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Lung4-A1,758-L4A1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Lung4-A2,758-L4A2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Lung4-A3,758-L4A3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Lung4-A4,758-L4A4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Lung4-A5,758-L4A5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Lung4-B1,758-L4B1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Lung4-B2,758-L4B2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Lung4-B3,758-L4B3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Lung4-B4,758-L4B4a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Lung4-B5,758-L4B5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Lung4-C1,758-L4C1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Lung4-C2,758-L4C2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Lung4-C4,758-L4C4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Liver-A1,758-LivA1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Liver-A2,758-LivA2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Liver-A4,758-LivA4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Liver-A5,758-LivA5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Liver-B1,758-LivB1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Liver-B2,758-LivB2?/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Liver-B4,758-LivB4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Liver-B5,758-LivB5b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Liver-C2,758-LivC2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Liver-C3,758-LivC3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Liver-C5,758-LivC5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Spleen-A1,758-SplA1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Spleen-A2,758-SplA2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Spleen-A3,758-SplA3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Spleen-A4,758-SplA4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Spleen-A5,758-SplA5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Spleen-B1,758-SplB1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Spleen-B3,758-SplB3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Spleen-B4,758-SplB4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Spleen-B5,758-SplB5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Spleen-C1,758-SplC1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Spleen-C3,758-SplC3a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Spleen-C4,758-SplC4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P29-Spleen-C5,758-SplC5/sickle2050/pairedendtb
