ExperimentFolder,Sample,AlignmentFolder
/groups/kishony/tami/2015_11_TB/,P21-Eta-A1,739-EtaA1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Eta-A3,739-EtaA3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Eta-A4,739-EtaA4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung1-A1,739-L1A1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung1-A2,739-L1A2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung1-A3,739-L1A3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung1-A4,739-L1A4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung1-A5,739-L1A5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung1-B1,739-L1B1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung1-B2,739-L1B2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung1-B5,739-L1B5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung1-C1,739-L1C1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung1-C2,739-L1C2a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung1-C3,739-L1C3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung1-C4,739-L1C4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung1-C5,739-L1C5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung2-A1,739-L2A1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung2-A2,739-L2A2b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung2-A3,739-L2A3b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung2-A4,739-L2A4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung2-A5,739-L2A5a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung2-B1,739-L2B1b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung2-B2,739-L2B2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung2-B3,739-L2B3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung2-B5,739-L2B5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung2-C1,739-L2C1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung2-C2,739-L2C2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung2-C3,739-L2C3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung2-C4,739-L2C4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung2-C5,739-L2C5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung3-A1,739-L3A1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung3-B1,739-L3B1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung3-B2,739-L3B2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung3-B3,739-L3B3a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung3-B4,739-L3B4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung3-B5,739-L3B5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung3-C1,739-L3C1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung3-C2,739-L3C2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung3-C3,739-L3C3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung3-C4,739-L3C4b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung3-C5,739-L3C5b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung4-A3,739-L4A3b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung4-B1,739-L4B1b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung4-B2,739-L4B2a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung4-B3,739-L4B3a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung4-B4,739-L4B4a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung4-B5,739-L4B5a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung4-C1,739-L4C1b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung4-C2,739-L4C2b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung4-C3,739-L4C3b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung4-C4,739-L4C4b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung4-C5,739-L4C5b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung5-A1,739-L5A1b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung5-A2,739-L5A2b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung5-A3,739-L5A3a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung5-A4,739-L5A4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung5-A5,739-L5A5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung5-B1,739-L5B1b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung5-B2,739-L5B2b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung5-B4,739-L5B4a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung5-B5,739-L5B5b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung5-C1,739-L5C1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung5-C2,739-L5C2a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung5-C3,739-L5C3b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung5-C4,739-L5C4a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung6-A2,739-L6A2b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung6-A4,739-L6A4b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung6-A5,739-L6A5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung6-B1,739-L6B1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung6-B2,739-L6B2a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung6-B3,739-L6B3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung6-B5,739-L6B5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung6-C2,739-L6C2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung6-C3,739-L6C3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung6-C4,739-L6C4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Lung6-C6,739-L6C6/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Liver-A1,739-LivA1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Liver-A3,739-LivA3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Liver-B1,739-LivB1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P21-Liver-B2,739-LivB2/sickle2050/pairedendtb
